"Report Period","Cert/ID","Institution Name","City","State","Class","A","L"
"20221231","1956","CITIZENS BANK OF ELDON","ELDON","MO","NM","203223","181944"
"20221231","1964","LAMAR BANK AND TRUST COMPANY","LAMAR","MO","SM","225870","207939"
"20221231","1972","CITIZENS BANK & TRUST COMPANY","BIG TIMBER","MT","SM","141955","129678"
"20221231","1978","THE YELLOWSTONE BANK","LAUREL","MT","SM","1189869","1003238"
"20221231","1980","VALLEY BANK OF KALISPELL","KALISPELL","MT","NM","181345","165127"
"20221231","1982","THE FIRST STATE BANK OF MALTA","MALTA","MT","SM","166970","148756"
"20221231","1983","WESTERN NEBRASKA BANK","CURTIS","NE","NM","162919","135240"
"20221231","1986","COMMERCIAL STATE BANK","REPUBLICAN CITY","NE","NM","68747","43524"
"20221231","1992","PATHWAY BANK","CAIRO","NE","NM","264709","209734"
"20221231","1993","CERESCOBANK","CERESCO","NE","NM","68938","58374"
"20221231","2036","FARMERS & MERCHANTS BANK","GRANITE QUARRY","NC","NM","958937","857973"
"20221231","2057","STATE BANK & TRUST OF KENMARE","KENMARE","ND","NM","155321","144310"
"20221231","2068","THE FAHEY BANKING COMPANY","MARION","OH","NM","281118","231015"
"20221231","2093","THE NATIONAL CAPITAL BANK OF WASHINGTON","WASHINGTON","DC","N","643822","576142"
"20221231","2102","THE CONWAY NATIONAL BANK","CONWAY","SC","N","1812261","1541120"
"20221231","2107","FIRST NATIONAL BANK OF SOUTH CAROLINA","HOLLY HILL","SC","N","277071","257853"
"20221231","2138","QUEENSBOROUGH NATIONAL BANK & TRUST COMPANY","LOUISVILLE","GA","N","1897811","1757961"
"20221231","2145","BANK OF MONTICELLO","MONTICELLO","GA","NM","165032","149706"
"20221231","2154","THE GEO. D. WARTHEN BANK","SANDERSVILLE","GA","NM","242479","223309"
"20221231","2157","FIRST STATE BANK OF RANDOLPH COUNTY","CUTHBERT","GA","NM","90056","91403"
"20221231","2160","THE FIRST NATIONAL BANK OF WAYNESBORO","WAYNESBORO","GA","N","201635","171825"
"20221231","2205","BANK OF THE ROCKIES","WHITE SULPHUR SP","MT","NM","238873","216165"
"20221231","2208","FIRST NORTHERN BANK OF WYOMING","BUFFALO","WY","SM","572305","541395"
"20221231","2224","BANK OF BRIDGER, NATIONAL ASSOCIATION","BRIDGER","MT","N","767763","707518"
"20221231","2228","RNB STATE BANK","RAWLINS","WY","SM","244784","233359"
"20221231","2229","RSNB BANK","ROCK SPRINGS","WY","SM","388926","377814"
"20221231","2232","PINNACLE BANK - WYOMING","CODY","WY","NM","1264296","1170465"
"20221231","2240","FIRST AMERICAN BANK","ARTESIA","NM","NM","1746469","1464916"
"20221231","2241","CNB BANK","CARLSBAD","NM","NM","683707","621361"
"20221231","2244","THE JAMES POLK STONE COMMUNITY BANK","PORTALES","NM","NM","326263","293643"
"20221231","2247","BANK OF THE SOUTHWEST","ROSWELL","NM","NM","192924","172550"
"20221231","2249","WESTERN BANK","LORDSBURG","NM","SM","282636","254326"
"20221231","2270","ZIONS BANCORPORATION, N.A.","SALT LAKE CITY","UT","N","89544919","71652092"
"20221231","2273","THE FIRST NATIONAL BANK OF ELY","ELY","NV","N","133026","130503"
"20221231","2284","NORTH VALLEY BANK","ZANESVILLE","OH","SM","301938","266238"
"20221231","2285","THE GENOA BANKING COMPANY","GENOA","OH","SM","538273","452500"
"20221231","2286","BUCKEYE STATE BANK","POWELL","OH","NM","320703","240833"
"20221231","2289","COMMODORE BANK","SOMERSET","OH","NM","92880","87255"
"20221231","2290","THE FARMERS SAVINGS BANK","SPENCER","OH","NM","294310","245353"
"20221231","2300","THE BANK OF MAGNOLIA COMPANY","MAGNOLIA","OH","NM","102565","92191"
"20221231","2301","THE FIRST STATE BANK","BOISE CITY","OK","NM","105597","95926"
"20221231","2308","WASHITA VALLEY BANK","FORT COBB","OK","NM","54296","46211"
"20221231","2315","ARMSTRONG BANK","MUSKOGEE","OK","NM","2395777","2230565"
"20221231","2317","METHOD BANK","WYANDOTTE","OK","SM","50072","39433"
"20221231","2320","CARSON COMMUNITY BANK","STILWELL","OK","NM","159374","138878"
"20221231","2326","AVB BANK","BROKEN ARROW","OK","NM","478858","395822"
"20221231","2327","BANK OF CHEROKEE COUNTY","HULBERT","OK","SM","295070","251452"
"20221231","2328","AMERICAN EXCHANGE BANK, LINDSAY, OKLAHOMA","LINDSAY","OK","NM","86473","78072"
"20221231","2331","PEOPLES BANK AND TRUST COMPANY","RYAN","OK","NM","47127","38653"
"20221231","2359","MAUCH CHUNK TRUST COMPANY","JIM THORPE","PA","NM","610305","531031"
"20221231","2379","BANK OF GLEASON","GLEASON","TN","NM","124275","102985"
"20221231","2380","CARROLL BANK AND TRUST","HUNTINGDON","TN","SM","441576","390109"
"20221231","2391","SECURITY BANK","NEWBERN","TN","SM","242600","208375"
"20221231","2429","FARMERS BANK","WINDSOR","VA","SM","595511","522514"
"20221231","2443","CLEAR MOUNTAIN BANK","BRUCETON MILLS","WV","SM","880734","766907"
"20221231","2444","CLAY COUNTY BANK, INC.","CLAY","WV","NM","117179","102575"
"20221231","2448","PIONEER COMMUNITY BANK, INC.","IAEGER","WV","NM","157479","135685"
"20221231","2452","WEST UNION BANK","WEST UNION","WV","NM","276639","258108"
"20221231","2453","DAVIS TRUST COMPANY","ELKINS","WV","NM","217111","173053"
"20221231","2455","THE BANK OF BRODHEAD","BRODHEAD","WI","SM","266402","225043"
"20221231","2467","CITIZENS STATE BANK","CADOTT","WI","NM","175713","153202"
"20221231","2468","NORTHWESTERN BANK","CHIPPEWA FALLS","WI","SM","607078","553014"
"20221231","2469","BADGER BANK","FORT ATKINSON","WI","NM","185709","157491"
"20221231","2477","BANK OF DEERFIELD","DEERFIELD","WI","NM","197241","165063"
"20221231","2482","NEKOOSA PORT EDWARDS STATE BANK","NEKOOSA","WI","NM","255558","222104"
"20221231","2496","THE NATIONAL IRON BANK","SALISBURY","CT","N","291556","242631"
"20221231","2608","THE NATIONAL GRAND BANK OF MARBLEHEAD","MARBLEHEAD","MA","N","430577","387395"
"20221231","2616","MILLBURY NATIONAL BANK","MILLBURY","MA","N","114230","99056"
"20221231","2682","THE FIRST NATIONAL BANK OF BROOKSVILLE","BROOKSVILLE","KY","N","76785","70925"
"20221231","2691","CUMBERLAND VALLEY NATIONAL BANK & TRUST COMPANY","LONDON","KY","N","698088","639542"
"20221231","2695","THE FIRST NATIONAL BANK OF GRAYSON","GRAYSON","KY","N","329165","295713"
"20221231","2700","FIRST SOUTHERN NATIONAL BANK","LANCASTER","KY","N","1166483","1063470"
"20221231","2708","THE FIRST NATIONAL BANK OF MANCHESTER","MANCHESTER","KY","N","191454","173604"
"20221231","2710","FIRST STATE BANK OF THE SOUTHEAST, INC","MIDDLESBORO","KY","NM","398189","339191"
"20221231","2711","TRADITIONAL BANK, INC.","MOUNT STERLING","KY","NM","2145608","1889746"
"20221231","2718","CITIZENS BANK OF KENTUCKY, INC.","PAINTSVILLE","KY","SM","696971","611716"
"20221231","2720","COMMUNITY TRUST BANK, INC.","PIKEVILLE","KY","SM","5351295","4440089"
"20221231","2723","THE SALYERSVILLE NATIONAL BANK","SALYERSVILLE","KY","N","137793","106123"
"20221231","2725","THE CITIZENS NATIONAL BANK OF SOMERSET","SOMERSET","KY","N","610873","525864"
"20221231","2733","BANK OF BUFFALO","BUFFALO","KY","SM","90141","76577"
"20221231","2735","FIRST NATIONAL BANK OF KENTUCKY","CARROLLTON","KY","N","186552","163060"
"20221231","2738","FIRST & FARMERS NATIONAL BANK, INC.","SOMERSET","KY","N","624296","534301"
"20221231","2740","THE FARMERS NATIONAL BANK OF DANVILLE","DANVILLE","KY","N","945138","874147"
"20221231","2750","THE LINCOLN NATIONAL BANK OF HODGENVILLE","HODGENVILLE","KY","N","395993","341534"
"20221231","2753","THE CITIZENS NATIONAL BANK OF LEBANON","LEBANON","KY","N","151396","144712"
"20221231","2754","THE FARMERS NATIONAL BANK OF LEBANON","LEBANON","KY","N","117948","107607"
"20221231","2759","FNB BANK, INC.","MAYFIELD","KY","NM","657695","602473"
"20221231","2765","FARMERS BANK AND TRUST COMPANY","PRINCETON","KY","NM","191398","178964"
"20221231","2767","THE FIRST NATIONAL BANK OF RUSSELL SPRINGS","RUSSELL SPRINGS","KY","N","313858","279185"
"20221231","2777","MIDSOUTH BANK","DOTHAN","AL","NM","612736","570462"
"20221231","2779","THE FIRST NATIONAL BANK AND TRUST","ATMORE","AL","N","208583","190591"
"20221231","2784","FIRST BANK OF BOAZ","BOAZ","AL","NM","249562","208377"
"20221231","2787","COMMUNITY NEIGHBOR BANK","CAMDEN","AL","NM","142601","127162"
"20221231","2794","THE FIRST NATIONAL BANK OF DOZIER","DOZIER","AL","N","46665","33426"
"20221231","2804","THE FIRST NATIONAL BANK OF HARTFORD","HARTFORD","AL","N","140648","123117"
"20221231","2805","HNB FIRST BANK","HEADLAND","AL","NM","217343","197836"
"20221231","2828","FRIEND BANK","SLOCOMB","AL","NM","180302","161914"
"20221231","2829","FIRST SOUTHERN STATE BANK","STEVENSON","AL","NM","753306","706437"
"20221231","2832","FIRST BANK OF ALABAMA","TALLADEGA","AL","NM","921097","859921"
"20221231","2838","AMERIFIRST BANK","MONTGOMERY","AL","NM","304317","273900"
"20221231","2850","FARMERS BANK","BUHL","ID","NM","651678","588611"
"20221231","2945","STATE BANK NORTHWEST","SPOKANE VALLEY","WA","NM","227260","198626"
"20221231","2987","BAKER-BOYER NATIONAL BANK","WALLA WALLA","WA","N","763820","690845"
"20221231","3017","HIGH PLAINS BANK","FLAGLER","CO","SM","365190","302281"
"20221231","3018","THE FIRST NATIONAL BANK OF FLEMING","FLEMING","CO","N","30692","27161"
"20221231","3019","ROCKY MOUNTAIN BANK & TRUST","FLORENCE","CO","NM","110521","101181"
"20221231","3029","THE FIRST NATIONAL BANK OF HUGO","HUGO","CO","N","150257","128772"
"20221231","3031","POINTS WEST COMMUNITY BANK","WINDSOR","CO","NM","824071","749301"
"20221231","3034","THE FIRST NATIONAL BANK OF LAS ANIMAS","LAS ANIMAS","CO","N","568358","525680"
"20221231","3047","FIRST COLORADO NATIONAL BANK","PAONIA","CO","N","80987","71032"
"20221231","3063","FIRST PIONEER NATIONAL BANK","WRAY","CO","N","239949","206200"
"20221231","3066","FIRST FINANCIAL BANK, NATIONAL ASSOCIATION","ABILENE","TX","N","12922116","11129711"
"20221231","3067","THE FIRST NATIONAL BANK OF ALBANY","ALBANY","TX","N","705466","624193"
"20221231","3075","THE FIRST NATIONAL BANK OF ANDERSON","ANDERSON","TX","N","223481","203541"
"20221231","3076","INDEPENDENT BANK","MCKINNEY","TX","NM","18252788","15127420"
"20221231","3078","THE FIRST NATIONAL BANK OF ANSON","ANSON","TX","N","80879","76231"
"20221231","3079","THE FIRST NATIONAL BANK OF ASPERMONT","ASPERMONT","TX","N","107989","107542"
"20221231","3087","THE FIRST NATIONAL BANK OF BALLINGER","BALLINGER","TX","N","260487","240967"
"20221231","3091","THE FIRST NATIONAL BANK OF BASTROP","BASTROP","TX","N","969875","879827"
"20221231","3098","CENDERA BANK, NATIONAL ASSOCIATION","BELLS","TX","N","180579","153894"
"20221231","3099","THE FIRST NATIONAL BANK OF BELLVILLE","BELLVILLE","TX","N","758554","754683"
"20221231","3103","THE STATE NATIONAL BANK OF BIG SPRING","BIG SPRING","TX","N","582041","553124"
"20221231","3108","LEGEND BANK, N.A.","BOWIE","TX","N","962003","881889"
"20221231","3109","THE BRADY NATIONAL BANK","BRADY","TX","N","144914","135394"
"20221231","3110","THE COMMERCIAL NATIONAL BANK OF BRADY","BRADY","TX","N","243549","225914"
"20221231","3113","THE BRENHAM NATIONAL BANK","BRENHAM","TX","N","468335","435275"
"20221231","3116","LONE STAR STATE BANK OF WEST TEXAS","LUBBOCK","TX","SM","1433961","1284853"
"20221231","3121","FIRST BANK","BURKBURNETT","TX","NM","631768","549557"
"20221231","3126","CLASSIC BANK, NATIONAL ASSOCIATION","CAMERON","TX","N","650424","558209"
"20221231","3127","CITIZENS NATIONAL BANK","CAMERON","TX","N","602839","547106"
"20221231","3133","THE FIRST BANK OF CELESTE","CELESTE","TX","NM","74804","69477"
"20221231","3140","CITIZENS BANK","AMARILLO","TX","NM","224256","197034"
"20221231","3144","THE CITY NATIONAL BANK OF COLORADO CITY","COLORADO CITY","TX","N","236734","210871"
"20221231","3149","THE FIRST NATIONAL BANK IN COOPER","COOPER","TX","N","56456","50523"
"20221231","3158","CITIZENS NATIONAL BANK OF CROSBYTON","CROSBYTON","TX","N","67973","58517"
"20221231","3161","TEXAS HERITAGE NATIONAL BANK","DAINGERFIELD","TX","N","521191","406170"
"20221231","3170","FARMERS AND MERCHANTS BANK","DE LEON","TX","NM","157961","145620"
"20221231","3178","BANK OF HOUSTON","HOUSTON","TX","NM","676516","529290"
"20221231","3179","THE FIRST NATIONAL BANK OF EAGLE LAKE","EAGLE LAKE","TX","N","144334","128853"
"20221231","3182","MAPLEMARK BANK","DALLAS","TX","NM","1123771","883363"
"20221231","3183","NEWFIRST NATIONAL BANK","EL CAMPO","TX","N","882038","780494"
"20221231","3184","THE FIRST NATIONAL BANK OF ELDORADO","ELDORADO","TX","N","78741","66076"
"20221231","3190","THE FIRST NATIONAL BANK OF EVANT","EVANT","TX","N","157749","147931"
"20221231","3193","THE FALLS CITY NATIONAL BANK","FALLS CITY","TX","N","586874","520741"
"20221231","3195","FAYETTEVILLE BANK","FAYETTEVILLE","TX","NM","616490","644531"
"20221231","3197","FIRST TEXAS NATIONAL BANK","FLOYDADA","TX","N","154387","139740"
"20221231","3206","TEXAS GULF BANK, NATIONAL ASSOCIATION","HOUSTON","TX","N","674475","588972"
"20221231","3210","THE MOODY NATIONAL BANK","GALVESTON","TX","N","1605411","1424087"
"20221231","3217","FIRST NATIONAL BANK OF GIDDINGS","GIDDINGS","TX","N","289364","266851"
"20221231","3218","THE FIRST NATIONAL BANK OF EAST TEXAS","GILMER","TX","N","510181","467393"
"20221231","3219","GILMER NATIONAL BANK, GILMER, TEXAS","GILMER","TX","N","311688","283696"
"20221231","3225","TITAN BANK, N.A.","MINERAL WELLS","TX","N","466608","428725"
"20221231","3226","CIERA BANK","GRAHAM","TX","SM","804412","714061"
"20221231","3228","THE FIRST NATIONAL BANK OF GRANBURY","GRANBURY","TX","N","902137","834743"
"20221231","3230","GRANDVIEW BANK","GRANDVIEW","TX","NM","473512","429310"
"20221231","3232","THE GRANGER NATIONAL BANK","GRANGER","TX","N","42913","39759"
"20221231","3237","THE STATE NATIONAL BANK OF GROOM","GROOM","TX","N","41053","37188"
"20221231","3248","THE FIRST NATIONAL BANK OF HEBBRONVILLE","HEBBRONVILLE","TX","N","91167","81279"
"20221231","3250","VERABANK, NATIONAL ASSOCIATION","HENDERSON","TX","N","3954479","3555425"
"20221231","3255","THE CITIZENS NATIONAL BANK OF HILLSBORO","HILLSBORO","TX","N","221666","216477"
"20221231","3256","HORIZON BANK, SSB","AUSTIN","TX","SI","2362329","2168330"
"20221231","3268","THE FIRST NATIONAL BANK OF HUGHES SPRINGS","HUGHES SPRINGS","TX","N","331621","299862"
"20221231","3269","FIRST NATIONAL BANK OF HUNTSVILLE","HUNTSVILLE","TX","N","598620","537543"
"20221231","3275","THE JACKSBORO NATIONAL BANK","JACKSBORO","TX","N","286162","260255"
"20221231","3276","AUSTIN BANK, TEXAS NATIONAL ASSOCIATION","JACKSONVILLE","TX","N","2728475","2316107"
"20221231","3279","THE KARNES COUNTY NATIONAL BANK OF KARNES CITY","KARNES CITY","TX","N","492129","461121"
"20221231","3281","HARMONY BANK, NATIONAL ASSOCIATION","KEMP","TX","N","392666","350245"
"20221231","3285","FIRST NATIONAL BANK TEXAS","KILLEEN","TX","N","3944563","3410835"
"20221231","3286","KLEBERG BANK, N.A.","KINGSVILLE","TX","N","712858","645120"
"20221231","3289","NATIONAL BANK & TRUST","LA GRANGE","TX","N","220598","190282"
"20221231","3292","THE LAMESA NATIONAL BANK","LAMESA","TX","N","434956","409348"
"20221231","3293","FIRST TEXAS BANK","LAMPASAS","TX","NM","209848","189854"
"20221231","3301","FIRST LIBERTY BANK","LIBERTY","TX","SM","457381","418178"
"20221231","3302","TEXANA BANK, NATIONAL ASSOCIATION","LINDEN","TX","N","270427","227803"
"20221231","3303","THE FIRST NATIONAL BANK OF LIPAN","LIPAN","TX","N","27311","25159"
"20221231","3305","THE FIRST NATIONAL BANK OF LIVINGSTON","LIVINGSTON","TX","N","502423","456762"
"20221231","3320","BIG BEND BANKS, N.A.","MARFA","TX","N","163503","148901"
"20221231","3325","FIRST NATIONAL BANK OF CENTRAL TEXAS","WACO","TX","N","1333228","1203990"
"20221231","3327","MASON BANK","MASON","TX","SM","143946","120207"
"20221231","3330","THE FIRST NATIONAL BANK OF MCGREGOR","MC GREGOR","TX","N","768633","697920"
"20221231","3335","FIRST BANK AND TRUST OF MEMPHIS","MEMPHIS","TX","NM","66602","57388"
"20221231","3336","MENARD BANK","MENARD","TX","SM","72808","72628"
"20221231","3337","TEXAS NATIONAL BANK","MERCEDES","TX","N","679005","609497"
"20221231","3339","THE FIRST NATIONAL BANK OF MERTZON","MERTZON","TX","N","581146","534879"
"20221231","3342","INCOMMONS BANK, N.A.","MEXIA","TX","N","230089","203298"
"20221231","3351","THE FIRST NATIONAL BANK OF MOODY","MOODY","TX","N","59712","49557"
"20221231","3368","NORMANGEE STATE BANK","NORMANGEE","TX","NM","133692","116180"
"20221231","3376","OZONA BANK","OZONA","TX","NM","343458","326361"
"20221231","3384","THE LIBERTY NATIONAL BANK IN PARIS","PARIS","TX","N","399086","342201"
"20221231","3387","FIRSTBANK SOUTHWEST","AMARILLO","TX","NM","1573379","1426038"
"20221231","3388","THE PERRYTON NATIONAL BANK","PERRYTON","TX","N","175618","155435"
"20221231","3389","POINTBANK","PILOT POINT","TX","SM","916573","868835"
"20221231","3399","FIRST CAPITAL BANK","QUANAH","TX","SM","99739","92363"
"20221231","3400","TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION","FRISCO","TX","N","425298","296058"
"20221231","3401","THE FIRST NATIONAL BANK OF QUITAQUE","QUITAQUE","TX","N","115466","103775"
"20221231","3405","VANTAGE BANK TEXAS","SAN ANTONIO","TX","SM","3354633","2930725"
"20221231","3430","WESTAMERICA BANK","SAN RAFAEL","CA","SM","6909609","6227401"
"20221231","3440","FIRST NORTHERN BANK OF DIXON","DIXON","CA","NM","1871361","1727909"
"20221231","3510","BANK OF AMERICA, NATIONAL ASSOCIATION","CHARLOTTE","NC","N","2418508000","1929333000"
"20221231","3511","WELLS FARGO BANK, NATIONAL ASSOCIATION","SIOUX FALLS","SD","N","1717531000","1399274000"
"20221231","3514","BANK OF THE WEST","SAN FRANCISCO","CA","NM","91580361","72129430"
"20221231","3579","THE FIRST NATIONAL BANK OF MOUNT DORA","MOUNT DORA","FL","N","387221","333765"
"20221231","3598","ARCOLA FIRST BANK","ARCOLA","IL","NM","122305","117559"
"20221231","3599","THE FIRST NATIONAL BANK OF ARENZVILLE","ARENZVILLE","IL","N","129190","115477"
"20221231","3600","THE FIRST NATIONAL BANK OF ASSUMPTION","ASSUMPTION","IL","N","22467","20743"
"20221231","3601","THE ATLANTA NATIONAL BANK","ATLANTA","IL","N","70997","63630"
"20221231","3603","OLD SECOND NATIONAL BANK","AURORA","IL","N","5883754","5149924"
"20221231","3607","THE FIRST NATIONAL BANK OF BEARDSTOWN","BEARDSTOWN","IL","N","167353","151185"
"20221231","3612","MIDAMERICA NATIONAL BANK","CANTON","IL","N","575105","509035"
"20221231","3614","CASEY STATE BANK","CASEY","IL","NM","430692","390356"
"20221231","3615","CATLIN BANK","CATLIN","IL","NM","84885","75941"
"20221231","3639","FIRST NATIONAL BANK & TRUST COMPANY","CLINTON","IL","N","420186","382134"
"20221231","3657","FIRST AMERICAN BANK","ELK GROVE VILLAG","IL","NM","6105252","4547802"
"20221231","3661","UNION NATIONAL BANK AND TRUST COMPANY OF ELGIN","ELGIN","IL","N","389021","349931"
"20221231","3664","INB, NATIONAL ASSOCIATION","SPRINGFIELD","IL","N","1820094","1594039"
"20221231","3674","GRAND RIDGE NATIONAL BANK","GRAND RIDGE","IL","N","306342","263162"
"20221231","3677","THE HAVANA NATIONAL BANK","HAVANA","IL","N","303671","248767"
"20221231","3688","THE FIRST NATIONAL BANK OF LACON","LACON","IL","N","78474","73048"
"20221231","3691","HOMETOWN NATIONAL BANK","LA SALLE","IL","N","295443","264298"
"20221231","3693","THE LEMONT NATIONAL BANK","LEMONT","IL","N","57017","53137"
"20221231","3698","FIRST SECURITY BANK","MACKINAW","IL","NM","105861","90745"
"20221231","3701","RESOURCE BANK, NATIONAL ASSOCIATION","DEKALB","IL","N","758643","715304"
"20221231","3702","FIRST BANK OF MANHATTAN","MANHATTAN","IL","SM","238655","224332"
"20221231","3705","FIRST MID BANK & TRUST, NATIONAL ASSOCIATION","MATTOON","IL","N","6704869","5301889"
