"Report Period","Cert/ID","Institution Name","City","State","Class","A","L"
"20221231","4122","1ST BANK IN HOMINY","HOMINY","OK","SM","44845","42484"
"20221231","4123","THE FIRST NATIONAL BANK OF HOOKER","HOOKER","OK","N","98100","85977"
"20221231","4132","THE CITY NATIONAL BANK AND TRUST COMPANY OF LAWTON, OKLAHOMA","LAWTON","OK","N","434132","363933"
"20221231","4134","THE FIRST NATIONAL BANK OF LINDSAY","LINDSAY","OK","N","92977","82347"
"20221231","4144","FARMERS AND MERCHANTS BANK","MAYSVILLE","OK","NM","24223","22452"
"20221231","4145","FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER","MCALESTER","OK","N","557903","504073"
"20221231","4146","THE BANK, NATIONAL ASSOCIATION","MCALESTER","OK","N","484490","458997"
"20221231","4147","BANK 7","OKLAHOMA CITY","OK","SM","1583235","1429675"
"20221231","4148","THE FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI","MIAMI","OK","N","207475","189342"
"20221231","4160","REGENT BANK","TULSA","OK","NM","1225185","969399"
"20221231","4161","FIRST NATIONAL BANK IN OKEENE","OKEENE","OK","N","73828","58750"
"20221231","4170","THE FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE","OKMULGEE","OK","N","285441","258110"
"20221231","4173","THE PAULS VALLEY NATIONAL BANK","PAULS VALLEY","OK","N","304845","279037"
"20221231","4178","SECURITY BANK","TULSA","OK","SM","738137","646201"
"20221231","4185","FIRST PRYORITY BANK","PRYOR","OK","SM","380350","344918"
"20221231","4187","MCCLAIN BANK","PURCELL","OK","NM","276068","248034"
"20221231","4190","AMERICAN HERITAGE BANK","SAPULPA","OK","SM","1455553","1239461"
"20221231","4193","THE SEILING STATE BANK","SEILING","OK","NM","159663","138891"
"20221231","4196","SNB BANK, NATIONAL ASSOCIATION","SHATTUCK","OK","N","153493","139115"
"20221231","4199","THE FIRST NATIONAL BANK OF STIGLER","STIGLER","OK","N","137677","137813"
"20221231","4208","ANCHOR D BANK","TEXHOMA","OK","SM","317746","249380"
"20221231","4209","FIRST BANK OF THOMAS","THOMAS","OK","SM","50819","44038"
"20221231","4211","FIRST NATIONAL BANK OF OKLAHOMA","OKLAHOMA CITY","OK","N","747928","649636"
"20221231","4214","BOKF, NATIONAL ASSOCIATION","TULSA","OK","N","47596192","34709023"
"20221231","4217","COMMUNITY BANK OF OKLAHOMA","VERDEN","OK","NM","82444","76386"
"20221231","4222","THE FIRST FARMERS NATIONAL BANK OF WAURIKA","WAURIKA","OK","N","53727","47297"
"20221231","4228","FIRST BETHANY BANK & TRUST","BETHANY","OK","SM","279787","233492"
"20221231","4232","THE STATE BANK OF WYNNEWOOD","WYNNEWOOD","OK","NM","102381","91144"
"20221231","4235","YNB","YUKON","OK","NM","236003","223550"
"20221231","4236","SHAMROCK BANK, N.A.","COALGATE","OK","N","430827","404447"
"20221231","4239","FIRST UNITED BANK AND TRUST COMPANY","DURANT","OK","NM","14547035","12015442"
"20221231","4241","THE IDABEL NATIONAL BANK","IDABEL","OK","N","294784","258430"
"20221231","4255","THE CAMDEN NATIONAL BANK","CAMDEN","ME","N","5662457","4867005"
"20221231","4256","FIRST NATIONAL BANK","DAMARISCOTTA","ME","N","2704047","2379757"
"20221231","4288","FIRST NATIONAL BANK OF LOUISIANA","CROWLEY","LA","N","554069","498273"
"20221231","4290","THE FIRST NATIONAL BANK OF JEANERETTE","JEANERETTE","LA","N","429484","389973"
"20221231","4297","CAPITAL ONE, NATIONAL ASSOCIATION","MCLEAN","VA","N","453313240","354959946"
"20221231","4318","THE RIDDELL NATIONAL BANK","BRAZIL","IN","N","293739","264341"
"20221231","4319","FCN BANK, NATIONAL ASSOCIATION","BROOKVILLE","IN","N","754653","658287"
"20221231","4324","FIRST NATIONAL BANK","CLOVERDALE","IN","N","437457","411500"
"20221231","4360","HORIZON BANK","MICHIGAN CITY","IN","NM","7794340","5909804"
"20221231","4364","THE FIRST NATIONAL BANK OF MONTEREY","MONTEREY","IN","N","417275","356875"
"20221231","4365","FIRST MERCHANTS BANK","MUNCIE","IN","NM","17923519","14439483"
"20221231","4382","FIRST FINANCIAL BANK, NATIONAL ASSOCIATION","TERRE HAUTE","IN","N","4973142","4429553"
"20221231","4398","LNB COMMUNITY BANK","LYNNVILLE","IN","NM","154151","140884"
"20221231","4419","SPRINGS VALLEY BANK & TRUST COMPANY","FRENCH LICK","IN","NM","560592","470595"
"20221231","4432","MIDWEST HERITAGE BANK, FSB","WEST DES MOINES","IA","SB","430704","309632"
"20221231","4433","FIRST CITIZENS BANK","MASON CITY","IA","SM","1608286","1442803"
"20221231","4439","THE CLINTON NATIONAL BANK","CLINTON","IA","N","413471","370123"
"20221231","4444","THE FIRST NATIONAL BANK IN CRESTON","CRESTON","IA","N","447929","376627"
"20221231","4457","FIRST HERITAGE BANK","SHENANDOAH","IA","SM","59624","54290"
"20221231","4464","FIRST BANK HAMPTON","HAMPTON","IA","SM","217904","190749"
"20221231","4465","MIDSTATES BANK, NATIONAL ASSOCIATION","COUNCIL BLUFFS","IA","N","642549","577655"
"20221231","4476","LOGAN STATE BANK","LOGAN","IA","SM","76243","65069"
"20221231","4477","THE FIRST NATIONAL BANK OF MANNING","MANNING","IA","N","89770","74561"
"20221231","4482","FNNB BANK","NEWTON","IA","SM","112384","103432"
"20221231","4494","THE FIRST NATIONAL BANK OF PRIMGHAR","PRIMGHAR","IA","N","41703","33590"
"20221231","4506","THE SECURITY NATIONAL BANK OF SIOUX CITY, IOWA","SIOUX CITY","IA","N","1330926","1015847"
"20221231","4511","THE CITIZENS FIRST NATIONAL BANK OF STORM LAKE","STORM LAKE","IA","N","258145","230799"
"20221231","4514","THE STATE BANK OF TOLEDO","TOLEDO","IA","NM","133163","121263"
"20221231","4519","FIRST BANK","WAVERLY","IA","SM","689237","570925"
"20221231","4526","PONY EXPRESS BANK","BRAYMER","MO","NM","347101","319823"
"20221231","4533","CITIZENS BANK AND TRUST COMPANY","KANSAS CITY","MO","NM","968802","838674"
"20221231","4539","FARMERS BANK OF NORTHERN MISSOURI","UNIONVILLE","MO","SM","485347","423807"
"20221231","4540","HNB NATIONAL BANK","HANNIBAL","MO","N","671927","590953"
"20221231","4549","CNB ST LOUIS BANK","MAPLEWOOD","MO","NM","717866","584062"
"20221231","4556","TPNB BANK","PARIS","MO","SM","105333","88642"
"20221231","4598","THE FIRST NATIONAL BANK OF NEVADA, MISSOURI","NEVADA","MO","N","111197","99221"
"20221231","4611","FARMERS NATIONAL BANK","PHILLIPSBURG","KS","N","167884","138901"
"20221231","4619","EXCHANGE BANK & TRUST","ATCHISON","KS","NM","583090","520081"
"20221231","4621","FARMERS BANK & TRUST","ATWOOD","KS","NM","167801","160358"
"20221231","4624","AMERICAN BANK OF BAXTER SPRINGS","BAXTER SPRINGS","KS","SM","138690","128122"
"20221231","4630","FIRST BANK OF BELOIT","BELOIT","KS","SM","106248","91906"
"20221231","4636","FIRST HERITAGE BANK","CENTRALIA","KS","NM","229275","197688"
"20221231","4638","THE FIRST NATIONAL BANK IN CIMARRON","CIMARRON","KS","N","145351","140194"
"20221231","4649","CONWAY BANK","CONWAY SPRINGS","KS","NM","98135","80851"
"20221231","4652","NINNESCAH VALLEY BANK","CUNNINGHAM","KS","NM","39532","34545"
"20221231","4654","THE FIRST NATIONAL BANK OF DIGHTON","DIGHTON","KS","N","71012","59444"
"20221231","4660","FIRSTOAK BANK","INDEPENDENCE","KS","SM","230829","205482"
"20221231","4664","HOME BANK AND TRUST COMPANY","EUREKA","KS","NM","143764","132699"
"20221231","4666","ARMED FORCES BANK, NATIONAL ASSOCIATION","FORT LEAVENWORTH","KS","N","1208483","1043937"
"20221231","4668","FIRST NATIONAL BANK IN FRANKFORT","FRANKFORT","KS","N","57433","55199"
"20221231","4673","GNBANK, NATIONAL ASSOCIATION","GIRARD","KS","N","938981","744859"
"20221231","4678","THE CITIZENS NATIONAL BANK","GREENLEAF","KS","N","213535","198736"
"20221231","4683","THE FIRST NATIONAL BANK OF HARVEYVILLE","HARVEYVILLE","KS","N","16189","14203"
"20221231","4690","THE FIRST NATIONAL BANK OF HOPE","HOPE","KS","N","82181","71540"
"20221231","4693","THE HOWARD STATE BANK, HOWARD, KANSAS","HOWARD","KS","NM","81928","78903"
"20221231","4697","THE FIRST NATIONAL BANK OF HUTCHINSON","HUTCHINSON","KS","N","944900","821615"
"20221231","4702","CENTRAL NATIONAL BANK","JUNCTION CITY","KS","N","1255880","1142458"
"20221231","4705","SECURITY BANK OF KANSAS CITY","KANSAS CITY","KS","NM","3476957","2862324"
"20221231","4707","CITIZENS BANK OF KANSAS","KINGMAN","KS","SM","477900","451205"
"20221231","4722","THE FIRST NATIONAL BANK OF LOUISBURG","LOUISBURG","KS","N","184246","165818"
"20221231","4728","THE MARION NATIONAL BANK","MARION","KS","N","31168","27364"
"20221231","4735","SOUTHWIND BANK","NATOMA","KS","NM","173928","152210"
"20221231","4746","FIRST OPTION BANK","OSAWATOMIE","KS","SM","632512","588717"
"20221231","4752","THE FIRST SECURITY BANK","OVERBROOK","KS","NM","89163","75364"
"20221231","4756","FIRST NATIONAL BANK AND TRUST","PHILLIPSBURG","KS","N","281572","236515"
"20221231","4766","SJN BANK OF KANSAS","SAINT JOHN","KS","NM","240168","206483"
"20221231","4767","SUNFLOWER BANK, NATIONAL ASSOCIATION","DENVER","CO","N","7415263","5782542"
"20221231","4769","THE FIRST NATIONAL BANK OF SCOTT CITY","SCOTT CITY","KS","N","155409","139522"
"20221231","4770","THE FIRST NATIONAL BANK OF SEDAN","SEDAN","KS","N","63957","57547"
"20221231","4773","THE SOLOMON STATE BANK","SOLOMON","KS","NM","178446","144147"
"20221231","4774","THE FIRST NATIONAL BANK OF SPEARVILLE","SPEARVILLE","KS","N","69927","62845"
"20221231","4775","PRAIRIE BANK OF KANSAS","STAFFORD","KS","NM","128342","117562"
"20221231","4778","WESTERN NATIONAL BANK","CHESTER","NE","N","248914","217768"
"20221231","4779","DREAM FIRST BANK, NATIONAL ASSOCIATION","SYRACUSE","KS","N","464814","398052"
"20221231","4789","EMPRISE BANK","WICHITA","KS","NM","2375666","2156489"
"20221231","4791","BANK OF THE FLINT HILLS","WAMEGO","KS","SM","417555","330243"
"20221231","4792","FNB WASHINGTON","WASHINGTON","KS","SM","89330","62550"
"20221231","4794","FIRST NATIONAL BANK OF KANSAS","BURLINGTON","KS","N","89849","75853"
"20221231","4796","BANK OF COMMERCE AND TRUST COMPANY","WELLINGTON","KS","NM","107334","102427"
"20221231","4799","INTRUST BANK, NATIONAL ASSOCIATION","WICHITA","KS","N","7454262","6726582"
"20221231","4801","SOUTHWEST NATIONAL BANK","WICHITA","KS","N","550491","473199"
"20221231","4832","SHORE UNITED BANK, N.A.","EASTON","MD","N","3476775","3019158"
"20221231","4857","FIRST UNITED BANK & TRUST","OAKLAND","MD","NM","1825844","1583588"
"20221231","4865","SANDY SPRING BANK","OLNEY","MD","SM","13827883","11034392"
"20221231","4931","MOUNTAIN COMMERCE BANK","KNOXVILLE","TN","NM","1599507","1352043"
"20221231","4945","PEOPLES BANK OF THE SOUTH","LA FOLLETTE","TN","NM","202043","179888"
"20221231","4952","THE FIRST NATIONAL BANK OF MIDDLE TENNESSEE","MCMINNVILLE","TN","N","813453","699625"
"20221231","4958","THE FIRST NATIONAL BANK OF ONEIDA","ONEIDA","TN","N","302444","279830"
"20221231","4960","FIRST FARMERS & COMMERCIAL BANK","PIKEVILLE","TN","NM","200429","181960"
"20221231","4972","FIRST CITIZENS NATIONAL BANK","DYERSBURG","TN","N","2399631","2078565"
"20221231","4977","FIRST HORIZON BANK","MEMPHIS","TN","SM","78672073","64839262"
"20221231","4988","TRUSTMARK NATIONAL BANK","JACKSON","MS","N","18013146","14513508"
"20221231","4993","THE CITIZENS NATIONAL BANK OF MERIDIAN","MERIDIAN","MS","N","1678732","1492069"
"20221231","5005","FNB OXFORD BANK","OXFORD","MS","SM","607298","502796"
"20221231","5006","FIRST CHOICE BANK","PONTOTOC","MS","SM","434542","395387"
"20221231","5015","CENTURY BANK AND TRUST","COLDWATER","MI","NM","454360","404264"
"20221231","5018","CITIZENS NATIONAL BANK OF CHEBOYGAN","CHEBOYGAN","MI","N","483703","476536"
"20221231","5019","SOUTHERN MICHIGAN BANK & TRUST","COLDWATER","MI","NM","1272193","1099747"
"20221231","5033","THE DART BANK","MASON","MI","NM","931934","766014"
"20221231","5058","SUPERIOR NATIONAL BANK","HANCOCK","MI","N","1043951","882408"
"20221231","5062","FIRST NATIONAL BANK & TRUST CO.","IRON MOUNTAIN","MI","N","400160","363484"
"20221231","5072","RANGE BANK","MARQUETTE","MI","NM","518565","474856"
"20221231","5074","THE FIRST NATIONAL BANK OF ST. IGNACE","ST. IGNACE","MI","N","341019","332104"
"20221231","5076","THE FIRST NATIONAL BANK OF WAKEFIELD","WAKEFIELD","MI","N","56684","51346"
"20221231","5087","THE FIRST NATIONAL BANK OF BAGLEY","BAGLEY","MN","N","113707","107021"
"20221231","5093","THE FIRST NATIONAL BANK OF BEMIDJI","BEMIDJI","MN","N","997313","793735"
"20221231","5095","STAR BANK","MAPLE LAKE","MN","NM","380971","345740"
"20221231","5097","FIRST BANK BLUE EARTH","BLUE EARTH","MN","SM","318066","278592"
"20221231","5105","B2 BANK NATIONAL ASSOCIATION","VIRGINIA","MN","N","41040","34473"
"20221231","5107","FIRST SECURITY BANK - CANBY","CANBY","MN","NM","86424","75597"
"20221231","5110","WESTERN NATIONAL BANK","CASS LAKE","MN","N","38280","34826"
"20221231","5113","FIRST NATIONAL BANK","CHISHOLM","MN","N","89675","80687"
"20221231","5115","THE FIRST NATIONAL BANK OF COKATO","COKATO","MN","N","118718","107732"
"20221231","5116","GRANITE BANK","COLD SPRING","MN","NM","239244","203222"
"20221231","5117","THE FIRST NATIONAL BANK OF COLERAINE","COLERAINE","MN","N","106973","103499"
"20221231","5123","DEERWOOD BANK","WAITE PARK","MN","NM","1037836","926126"
"20221231","5131","WESTERN NATIONAL BANK","DULUTH","MN","N","126912","110354"
"20221231","5136","FIRST BANK ELK RIVER","ELK RIVER","MN","NM","356859","303972"
"20221231","5141","THE MINERS NATIONAL BANK OF EVELETH","EVELETH","MN","N","91913","84647"
"20221231","5142","THE FIRST NATIONAL BANK OF FAIRFAX","FAIRFAX","MN","N","37047","24651"
"20221231","5146","WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION","HOUSTON","TX","N","5769427","4942883"
"20221231","5150","THE FIRST NATIONAL BANK OF GILBERT","GILBERT","MN","N","73321","57096"
"20221231","5162","THE FIRST NATIONAL BANK OF HENNING","OTTERTAIL","MN","N","302447","269969"
"20221231","5170","BANK MIDWEST","SPIRIT LAKE","IA","SM","1333552","1105483"
"20221231","5175","GLOBAL INNOVATIONS BANK","KIESTER","MN","NM","53015","49445"
"20221231","5180","THE FIRST NATIONAL BANK OF LE CENTER","LONSDALE","MN","N","141757","126913"
"20221231","5186","FIRST FARMERS & MERCHANTS NATIONAL BANK","LUVERNE","MN","N","226536","197452"
"20221231","5193","PIONEER BANK","MAPLETON","MN","SM","824512","727788"
"20221231","5196","THE FIRST NATIONAL BANK OF MCINTOSH","MCINTOSH","MN","N","34497","27519"
"20221231","5197","COMMUNITY FIRST BANK","MENAHGA","MN","NM","114800","103201"
"20221231","5198","THE FIRST NATIONAL BANK OF MILACA","MILACA","MN","N","268606","245621"
"20221231","5214","THE FIRST NATIONAL BANK OF MOOSE LAKE","MOOSE LAKE","MN","N","124170","110872"
"20221231","5219","COMMUNITY RESOURCE BANK","NORTHFIELD","MN","SM","375385","329899"
"20221231","5221","THE FIRST NATIONAL BANK OF OSAKIS","OSAKIS","MN","N","90831","79393"
"20221231","5223","THE CITIZENS NATIONAL BANK OF PARK RAPIDS","PARK RAPIDS","MN","N","333048","292879"
"20221231","5229","FORESIGHT BANK","PLAINVIEW","MN","NM","329643","274003"
"20221231","5232","THE FIRST NATIONAL BANK OF PROCTOR","PROCTOR","MN","N","31028","29158"
"20221231","5247","FIRST NATIONAL BANK MINNESOTA","SAINT PETER","MN","N","442713","384479"
"20221231","5249","MINNESOTA NATIONAL BANK","SAUK CENTRE","MN","N","284787","263131"
"20221231","5252","FIRST SECURITY BANK - SLEEPY EYE","SLEEPY EYE","MN","NM","262912","244627"
"20221231","5269","FIRST NATIONAL BANK NORTH","WALKER","MN","N","753204","683567"
"20221231","5270","KEEN BANK, NATIONAL ASSOCIATION","WASECA","MN","N","182089","167238"
"20221231","5278","FIRST FINANCIAL BANK IN WINNEBAGO","WINNEBAGO","MN","NM","55599","47390"
"20221231","5280","WNB FINANCIAL, N.A.","WINONA","MN","N","546306","497475"
"20221231","5283","AMERICAN BANK OF BEAVER DAM","BEAVER DAM","WI","NM","177426","164034"
"20221231","5285","THE FIRST NATIONAL BANK AND TRUST COMPANY","BELOIT","WI","N","1540200","1329921"
"20221231","5286","FORTIFI BANK","BERLIN","WI","NM","593955","525338"
"20221231","5295","PREMIERBANK","FORT ATKINSON","WI","NM","554421","468067"
"20221231","5296","ASSOCIATED BANK, NATIONAL ASSOCIATION","GREEN BAY","WI","N","39358786","29680073"
"20221231","5297","FORTE BANK","HARTFORD","WI","NM","359891","310085"
"20221231","5304","BANK FIRST, N.A.","MANITOWOC","WI","N","3658116","3074941"
"20221231","5306","THE STEPHENSON NATIONAL BANK AND TRUST","MARINETTE","WI","N","656128","563030"
"20221231","5317","THE PESHTIGO NATIONAL BANK","PESHTIGO","WI","N","264376","247038"
"20221231","5335","WOODTRUST BANK","WISCONSIN RAPIDS","WI","SM","644096","528574"
"20221231","5336","THE FIRST BANK OF BALDWIN","BALDWIN","WI","SM","247492","203082"
"20221231","5337","THE FIRST NATIONAL BANK OF BANGOR","BANGOR","WI","N","294187","215390"
"20221231","5357","FIRST NATIONAL COMMUNITY BANK","NEW RICHMOND","WI","N","300835","285789"
"20221231","5364","THE FIRST NATIONAL BANK OF RIVER FALLS","RIVER FALLS","WI","N","327434","303159"
"20221231","5369","WEST PLAINS BANK","AINSWORTH","NE","SM","127177","101837"
"20221231","5377","FARMERS AND MERCHANTS BANK OF ASHLAND","ASHLAND","NE","SM","114696","96152"
"20221231","5380","FIRST BANK OF BANCROFT","BANCROFT","NE","SM","29740","23711"
"20221231","5384","FIRST COMMUNITY BANK","BEEMER","NE","SM","219353","182221"
"20221231","5394","WAYPOINT BANK","COZAD","NE","NM","376705","310383"
"20221231","5396","CITY BANK & TRUST CO.","LINCOLN","NE","NM","301678","272127"
"20221231","5401","F&M BANK","FALLS CITY","NE","NM","136479","121793"
"20221231","5405","FIRST BANK AND TRUST OF FULLERTON","FULLERTON","NE","SM","99699","78519"
"20221231","5408","GENOA COMMUNITY BANK","GENOA","NE","NM","68515","56168"
"20221231","5410","THE FIRST NATIONAL BANK OF GORDON","GORDON","NE","N","319751","287202"
"20221231","5415","SECURITY FIRST BANK","LINCOLN","NE","NM","1622947","1410139"
"20221231","5422","THE FIRST NATIONAL BANK OF JOHNSON","JOHNSON","NE","N","95693","76403"
"20221231","5424","SECURITY BANK","LAUREL","NE","SM","298893","271117"
"20221231","5425","BANK OF LEWELLEN","LEWELLEN","NE","NM","25759","21319"
"20221231","5432","FIRST NORTHEAST BANK OF NEBRASKA","LYONS","NE","SM","419424","337358"
"20221231","5434","MNB BANK","MCCOOK","NE","SM","554424","478961"
"20221231","5438","FIRST BANK AND TRUST COMPANY","MINDEN","NE","SM","94302","74823"
"20221231","5439","MINDEN EXCHANGE BANK & TRUST COMPANY","MINDEN","NE","NM","185854","137737"
"20221231","5442","PLATTE VALLEY BANK","TORRINGTON","WY","SM","603542","541439"
"20221231","5452","FIRST NATIONAL BANK OF OMAHA","OMAHA","NE","N","28274145","24906792"
"20221231","5460","FIRST NATIONAL BANK IN ORD","ORD","NE","N","152633","138081"
"20221231","5469","CITIZENS BANK & TRUST COMPANY","SAINT PAUL","NE","NM","242687","197451"
"20221231","5472","CATTLE BANK AND TRUST","SEWARD","NE","NM","373139","311711"
"20221231","5473","JONES BANK","SEWARD","NE","SM","401999","347545"
"20221231","5478","STANTON STATE BANK","STANTON","NE","SM","58357","54243"
"20221231","5486","FIRSTBANK OF NEBRASKA","WAHOO","NE","SM","384159","295283"
"20221231","5490","STATE NEBRASKA BANK & TRUST","WAYNE","NE","NM","217451","176758"
"20221231","5495","CITIZENS STATE BANK","WISNER","NE","SM","495220","447715"
"20221231","5496","CORNERSTONE BANK","YORK","NE","SM","2373745","1975260"
"20221231","5510","FROST BANK","SAN ANTONIO","TX","SM","52953767","44359079"
"20221231","5518","THE CITY NATIONAL BANK OF SAN SABA","SAN SABA","TX","N","89516","82875"
"20221231","5520","THE SANTA ANNA NATIONAL BANK","SANTA ANNA","TX","N","56997","50676"
"20221231","5529","THE FIRST NATIONAL BANK OF SHINER","SHINER","TX","N","872453","911045"
"20221231","5531","THE FIRST NATIONAL BANK OF SONORA","SONORA","TX","N","570735","514277"
"20221231","5536","THE FIRST NATIONAL BANK OF STANTON","STANTON","TX","N","387024","353371"
"20221231","5538","THE FIRST NATIONAL BANK OF STERLING CITY","STERLING CITY","TX","N","246668","241305"
"20221231","5544","THE CITY NATIONAL BANK OF SULPHUR SPRINGS","SULPHUR SPRINGS","TX","N","1206911","1082170"
"20221231","5548","THE CITY NATIONAL BANK OF TAYLOR","TAYLOR","TX","N","287284","267707"
"20221231","5551","EXTRACO BANKS, NATIONAL ASSOCIATION","TEMPLE","TX","N","2007809","1693367"
"20221231","5557","THE FIRST NATIONAL BANK OF TOM BEAN","TOM BEAN","TX","N","120587","105919"
"20221231","5558","CAPTEX BANK","FORT WORTH","TX","NM","295858","252139"
"20221231","5559","THE FIRST NATIONAL BANK OF TRINITY","TRINITY","TX","N","81439","78006"
"20221231","5564","FIRST NATIONAL BANK OF BOSQUE COUNTY","VALLEY MILLS","TX","N","179496","164547"
"20221231","5568","HERRING BANK","AMARILLO","TX","NM","471245","419090"
"20221231","5569","THE WAGGONER NATIONAL BANK OF VERNON","VERNON","TX","N","365026","326763"
"20221231","5574","CITIZENS NATIONAL BANK OF TEXAS","WAXAHACHIE","TX","N","1907275","1711785"
"20221231","5575","FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD","WEATHERFORD","TX","N","997176","899387"
"20221231","5589","FANNIN BANK","BONHAM","TX","NM","137508","129032"
"20221231","5590","THE FIRST NATIONAL BANK OF WINNSBORO","WINNSBORO","TX","N","159402","127906"
"20221231","5595","THE YOAKUM NATIONAL BANK","YOAKUM","TX","N","269016","237998"
"20221231","5598","TROY BANK & TRUST COMPANY","TROY","AL","NM","1436272","1297698"
"20221231","5602","UNION STATE BANK","PELL CITY","AL","NM","263108","259464"
"20221231","5605","BANK OF BREWTON","BREWTON","AL","NM","50525","41884"
"20221231","5615","CHAMBERS BANK","DANVILLE","AR","NM","1272197","1017945"
"20221231","5619","COMMUNITY STATE BANK","BRADLEY","AR","NM","29551","25802"
"20221231","5623","SMACKOVER STATE BANK","SMACKOVER","AR","NM","222335","200096"
"20221231","5624","BODCAW BANK","STAMPS","AR","NM","221352","191668"
"20221231","5628","PIGGOTT STATE BANK","PIGGOTT","AR","SM","119226","115014"
"20221231","5632","LOGAN COUNTY BANK","SCRANTON","AR","NM","103044","86774"
"20221231","5633","FIRST SECURITY BANK","SEARCY","AR","SM","7517872","6201948"
"20221231","5634","CONNECT BANK","STAR CITY","AR","SM","110550","97805"
"20221231","5635","CS BANK","EUREKA SPRINGS","AR","NM","504000","414639"
"20221231","5649","DISCOVER BANK","GREENWOOD","DE","NM","129385883","94876159"
"20221231","5673","CITIZENS BANK AND TRUST","FROSTPROOF","FL","NM","1324883","1210016"
"20221231","5676","BRANNEN BANK","INVERNESS","FL","NM","831596","817129"
"20221231","5685","SOUTHEASTERN BANK","DARIEN","GA","NM","666951","612034"
"20221231","5686","THE BANK OF EDISON","EDISON","GA","NM","71268","68736"
"20221231","5694","PRIMESOUTH BANK","BLACKSHEAR","GA","NM","1116610","997304"
"20221231","5699","BANK OF WRIGHTSVILLE","WRIGHTSVILLE","GA","NM","76421","72579"
"20221231","5704","BANK OF NEWINGTON","NEWINGTON","GA","NM","206924","187033"
"20221231","5709","THE FARMERS BANK","GREENSBORO","GA","NM","146344","134820"
"20221231","5716","FARMERS & MERCHANTS BANK","LAKELAND","GA","NM","638480","593564"
"20221231","5722","PHILO EXCHANGE BANK","PHILO","IL","NM","137833","116306"
"20221231","5730","STATE BANK OF ST. JACOB","SAINT JACOB","IL","NM","84504","74910"
"20221231","5740","STATE BANK OF DAVIS","DAVIS","IL","NM","169150","153226"
"20221231","5744","STATE BANK OF THE LAKES, NATIONAL ASSOCIATION","ANTIOCH","IL","N","1817436","1484771"
"20221231","5749","GERMAN-AMERICAN STATE BANK","GERMAN VALLEY","IL","NM","327136","296687"
"20221231","5753","SAVANNA-THOMSON STATE BANK","THOMSON","IL","NM","109549","103983"
"20221231","5768","THE FOUNTAIN TRUST COMPANY","COVINGTON","IN","NM","721066","545536"
"20221231","5779","THE PEOPLES BANK","BROWNSTOWN","IN","NM","274404","262963"
"20221231","5786","SPENCER COUNTY BANK","SANTA CLAUS","IN","NM","126539","112141"
"20221231","5791","FIRST STATE BANK","BELMOND","IA","NM","138146","104934"
"20221231","5792","BREDA SAVINGS BANK","BREDA","IA","NM","89703","66738"
"20221231","5796","EARLHAM SAVINGS BANK","WEST DES MOINES","IA","NM","377481","350977"
"20221231","5797","FARMERS STATE BANK","NORTHWOOD","IA","NM","238507","213931"
"20221231","5800","AMERICAN BANK, NATIONAL ASSOCIATION","LE MARS","IA","N","508857","443171"
"20221231","5814","AUDUBON STATE BANK","AUDUBON","IA","NM","144046","122711"
"20221231","5817","HARDIN COUNTY SAVINGS BANK","ELDORA","IA","NM","345511","296964"
"20221231","5819","LEE COUNTY BANK","FORT MADISON","IA","SM","280834","247936"
"20221231","5820","STATE CENTRAL BANK","BONAPARTE","IA","NM","48465","43712"
"20221231","5821","FIRST STATE BANK","LYNNVILLE","IA","NM","319422","248099"
"20221231","5826","LANDMARK NATIONAL BANK","MANHATTAN","KS","N","1498800","1310378"
"20221231","5830","CITIZENS STATE BANK AND TRUST COMPANY","HIAWATHA","KS","NM","107855","87440"
"20221231","5835","THE FIRST STATE BANK","NORTON","KS","NM","465218","423046"
"20221231","5838","FARMERS STATE BANK","BOONEVILLE","KY","NM","60067","53247"
"20221231","5847","THE PEOPLES BANK","MOUNT WASHINGTON","KY","NM","110930","103209"
"20221231","5854","SOUTH CENTRAL BANK, INC.","GLASGOW","KY","NM","1734843","1521047"
"20221231","5867","BANK OF OCEAN CITY","OCEAN CITY","MD","NM","619836","563947"
"20221231","5873","WOODSBORO BANK","WOODSBORO","MD","NM","399464","380348"
"20221231","5874","CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND","BERLIN","MD","NM","904402","809107"
"20221231","5885","THE FARMERS BANK OF WILLARDS","WILLARDS","MD","NM","521189","448872"
"20221231","5892","KALAMAZOO COUNTY STATE BANK","SCHOOLCRAFT","MI","NM","127639","112999"
"20221231","5902","BANKOKOLONA","OKOLONA","MS","SM","252978","229210"
"20221231","5903","BANKPLUS","BELZONI","MS","NM","7028113","5985989"
"20221231","5907","FIRST BANK","MCCOMB","MS","NM","557066","489329"
"20221231","5956","PEOPLES BANK","NEWTON","NC","NM","1620439","1436600"
"20221231","5962","SUTTON BANK","ATTICA","OH","NM","1780430","1632272"
"20221231","5969","THE FARMERS & MERCHANTS STATE BANK","ARCHBOLD","OH","NM","3002849","2485265"
"20221231","5981","THE COMMUNITY BANK","ZANESVILLE","OH","NM","599690","530040"
